top_5_vacc;tracc;vacc;teacc;lambda;n_batch;eta_min;eta_max;m;n_s;n_epochs;seed
0.5346;0.6209;0.5372;0.5224;0.00821;100;1e-05;0.1;50;1800;144;12345
0.2746;0.3598;0.3892;0.4102;0.4254;0.4386;0.4516;0.4568;0.4634;0.4646;0.4694;0.473;0.4768;0.4804;0.4838;0.4844;0.4864;0.4862;0.4918;0.4954;0.5008;0.5054;0.5028;0.5074;0.5082;0.508;0.5078;0.511;0.5126;0.5138;0.511;0.5136;0.5142;0.5168;0.5182;0.5166;0.5188;0.5162;0.5162;0.5142;0.5136;0.5144;0.5132;0.512;0.512;0.512;0.5064;0.5104;0.508;0.5044;0.5026;0.5026;0.4992;0.5012;0.5052;0.5108;0.5112;0.5138;0.5172;0.5176;0.5176;0.5188;0.5188;0.5188;0.5202;0.5224;0.524;0.5244;0.5262;0.5286;0.528;0.5312;0.5288;0.5288;0.527;0.5252;0.5238;0.5216;0.5218;0.521;0.5188;0.519;0.5186;0.5114;0.5124;0.5068;0.4992;0.5024;0.497;0.4892;0.5076;0.5094;0.516;0.5178;0.5212;0.5206;0.5234;0.521;0.522;0.5226;0.5228;0.522;0.524;0.5262;0.5308;0.531;0.5312;0.5334;0.532;0.5308;0.5292;0.5244;0.5232;0.5224;0.5222;0.5218;0.5212;0.5198;0.5166;0.5148;0.51;0.507;0.4998;0.502;0.5018;0.4978;0.5106;0.5134;0.516;0.515;0.5168;0.521;0.5224;0.5224;0.522;0.5232;0.524;0.5274;0.5266;0.5304;0.5314;0.5348;0.5358;0.5372
