top_5_vacc;tracc;vacc;teacc;lambda;n_batch;eta_min;eta_max;m;n_s;n_epochs;seed
0.5277;0.6077;0.5312;0.5181;0.00821;100;1e-05;0.1;50;1800;72;12345
0.2746;0.3598;0.3892;0.4102;0.4254;0.4386;0.4516;0.4568;0.4634;0.4646;0.4694;0.473;0.4768;0.4804;0.4838;0.4844;0.4864;0.4862;0.4918;0.4954;0.5008;0.5054;0.5028;0.5074;0.5082;0.508;0.5078;0.511;0.5126;0.5138;0.511;0.5136;0.5142;0.5168;0.5182;0.5166;0.5188;0.5162;0.5162;0.5142;0.5136;0.5144;0.5132;0.512;0.512;0.512;0.5064;0.5104;0.508;0.5044;0.5026;0.5026;0.4992;0.5012;0.5052;0.5108;0.5112;0.5138;0.5172;0.5176;0.5176;0.5188;0.5188;0.5188;0.5202;0.5224;0.524;0.5244;0.5262;0.5286;0.528;0.5312
